n,k,t,check_bits,percent_correction,array_size,ber,hdm_ber,block_count,block_fail_prob,array_fail_prob,maes_ent, maes_ent_rate, dodis_ent, dodis_ent_rate, total_maes_ent, total_dodis_ent
511,148,53,363,10.37%,1024,0.0500,0.0107, 2,0.000000000000,0.000000000000,133.2000, 0.1041,133.2000,0.1041,213.12,213.12
511,148,53,363,10.37%,1024,0.0600,0.0127, 2,0.000000000000,0.000000000000,133.2000, 0.1041,133.2000,0.1041,213.12,213.12
511,148,53,363,10.37%,1024,0.0700,0.0146, 2,0.000000000000,0.000000000000,133.2000, 0.1041,133.2000,0.1041,213.12,213.12
511,148,53,363,10.37%,1024,0.0800,0.0166, 2,0.000000000000,0.000000000000,133.2000, 0.1041,133.2000,0.1041,213.12,213.12
511,148,53,363,10.37%,1024,0.0900,0.0186, 2,0.000000000000,0.000000000000,133.2000, 0.1041,133.2000,0.1041,213.12,213.12
511,148,53,363,10.37%,1024,0.1000,0.0205, 2,0.000000000000,0.000000000000,133.2000, 0.1041,133.2000,0.1041,213.12,213.12
511,148,53,363,10.37%,1024,0.1100,0.0225, 2,0.000000000000,0.000000000000,133.2000, 0.1041,133.2000,0.1041,213.12,213.12
511,148,53,363,10.37%,1024,0.1200,0.0244, 2,0.000000000000,0.000000000000,133.2000, 0.1041,133.2000,0.1041,213.12,213.12
511,148,53,363,10.37%,1024,0.1300,0.0264, 2,0.000000000000,0.000000000000,133.2000, 0.1041,133.2000,0.1041,213.12,213.12
511,148,53,363,10.37%,1024,0.1400,0.0283, 2,0.000000000000,0.000000000000,133.2000, 0.1041,133.2000,0.1041,213.12,213.12
511,148,53,363,10.37%,1024,0.1500,0.0303, 2,0.000000000000,0.000000000000,133.2000, 0.1041,133.2000,0.1041,213.12,213.12
511,148,53,363,10.37%,1024,0.1600,0.0322, 2,0.000000000000,0.000000000000,133.2000, 0.1041,133.2000,0.1041,213.12,213.12
511,139,54,372,10.57%,1024,0.0100,0.0029, 2,0.000000000000,-0.000000000000,125.1000, 0.0977,125.1000,0.0977,200.16,200.16
511,139,54,372,10.57%,1024,0.0200,0.0049, 2,0.000000000000,0.000000000000,125.1000, 0.0977,125.1000,0.0977,200.16,200.16
511,139,54,372,10.57%,1024,0.0300,0.0068, 2,0.000000000000,0.000000000000,125.1000, 0.0977,125.1000,0.0977,200.16,200.16
511,139,54,372,10.57%,1024,0.0400,0.0088, 2,0.000000000000,0.000000000000,125.1000, 0.0977,125.1000,0.0977,200.16,200.16
511,139,54,372,10.57%,1024,0.0500,0.0107, 2,0.000000000000,0.000000000000,125.1000, 0.0977,125.1000,0.0977,200.16,200.16
511,139,54,372,10.57%,1024,0.0600,0.0127, 2,0.000000000000,0.000000000000,125.1000, 0.0977,125.1000,0.0977,200.16,200.16
511,139,54,372,10.57%,1024,0.0700,0.0146, 2,0.000000000000,0.000000000000,125.1000, 0.0977,125.1000,0.0977,200.16,200.16
511,139,54,372,10.57%,1024,0.0800,0.0166, 2,0.000000000000,0.000000000000,125.1000, 0.0977,125.1000,0.0977,200.16,200.16
511,139,54,372,10.57%,1024,0.0900,0.0186, 2,0.000000000000,0.000000000000,125.1000, 0.0977,125.1000,0.0977,200.16,200.16
511,139,54,372,10.57%,1024,0.1000,0.0205, 2,0.000000000000,0.000000000000,125.1000, 0.0977,125.1000,0.0977,200.16,200.16
511,139,54,372,10.57%,1024,0.1100,0.0225, 2,0.000000000000,0.000000000000,125.1000, 0.0977,125.1000,0.0977,200.16,200.16
511,139,54,372,10.57%,1024,0.1200,0.0244, 2,0.000000000000,0.000000000000,125.1000, 0.0977,125.1000,0.0977,200.16,200.16
511,139,54,372,10.57%,1024,0.1300,0.0264, 2,0.000000000000,0.000000000000,125.1000, 0.0977,125.1000,0.0977,200.16,200.16
511,139,54,372,10.57%,1024,0.1400,0.0283, 2,0.000000000000,0.000000000000,125.1000, 0.0977,125.1000,0.0977,200.16,200.16
511,139,54,372,10.57%,1024,0.1500,0.0303, 2,0.000000000000,0.000000000000,125.1000, 0.0977,125.1000,0.0977,200.16,200.16
511,139,54,372,10.57%,1024,0.1600,0.0322, 2,0.000000000000,0.000000000000,125.1000, 0.0977,125.1000,0.0977,200.16,200.16
511,130,55,381,10.76%,1024,0.0100,0.0029, 2,0.000000000000,0.000000000000,117.0000, 0.0914,117.0000,0.0914,187.20,187.20
511,130,55,381,10.76%,1024,0.0200,0.0049, 2,0.000000000000,0.000000000000,117.0000, 0.0914,117.0000,0.0914,187.20,187.20
511,130,55,381,10.76%,1024,0.0300,0.0068, 2,0.000000000000,0.000000000000,117.0000, 0.0914,117.0000,0.0914,187.20,187.20
511,130,55,381,10.76%,1024,0.0400,0.0088, 2,0.000000000000,0.000000000000,117.0000, 0.0914,117.0000,0.0914,187.20,187.20
511,130,55,381,10.76%,1024,0.0500,0.0107, 2,0.000000000000,0.000000000000,117.0000, 0.0914,117.0000,0.0914,187.20,187.20
511,130,55,381,10.76%,1024,0.0600,0.0127, 2,0.000000000000,0.000000000000,117.0000, 0.0914,117.0000,0.0914,187.20,187.20
511,130,55,381,10.76%,1024,0.0700,0.0146, 2,0.000000000000,0.000000000000,117.0000, 0.0914,117.0000,0.0914,187.20,187.20
511,130,55,381,10.76%,1024,0.0800,0.0166, 2,0.000000000000,0.000000000000,117.0000, 0.0914,117.0000,0.0914,187.20,187.20
511,130,55,381,10.76%,1024,0.0900,0.0186, 2,0.000000000000,0.000000000000,117.0000, 0.0914,117.0000,0.0914,187.20,187.20
511,130,55,381,10.76%,1024,0.1000,0.0205, 2,0.000000000000,0.000000000000,117.0000, 0.0914,117.0000,0.0914,187.20,187.20
511,130,55,381,10.76%,1024,0.1100,0.0225, 2,0.000000000000,0.000000000000,117.0000, 0.0914,117.0000,0.0914,187.20,187.20
511,130,55,381,10.76%,1024,0.1200,0.0244, 2,0.000000000000,0.000000000000,117.0000, 0.0914,117.0000,0.0914,187.20,187.20
511,130,55,381,10.76%,1024,0.1300,0.0264, 2,0.000000000000,0.000000000000,117.0000, 0.0914,117.0000,0.0914,187.20,187.20
511,130,55,381,10.76%,1024,0.1400,0.0283, 2,0.000000000000,0.000000000000,117.0000, 0.0914,117.0000,0.0914,187.20,187.20
511,130,55,381,10.76%,1024,0.1500,0.0303, 2,0.000000000000,0.000000000000,117.0000, 0.0914,117.0000,0.0914,187.20,187.20
511,130,55,381,10.76%,1024,0.1600,0.0322, 2,0.000000000000,0.000000000000,117.0000, 0.0914,117.0000,0.0914,187.20,187.20
511,121,58,390,11.35%,1024,0.0100,0.0029, 2,0.000000000000,0.000000000000,108.9000, 0.0851,108.9000,0.0851,174.24,174.24
511,121,58,390,11.35%,1024,0.0200,0.0049, 2,0.000000000000,0.000000000000,108.9000, 0.0851,108.9000,0.0851,174.24,174.24
511,121,58,390,11.35%,1024,0.0300,0.0068, 2,0.000000000000,0.000000000000,108.9000, 0.0851,108.9000,0.0851,174.24,174.24
511,121,58,390,11.35%,1024,0.0400,0.0088, 2,0.000000000000,0.000000000000,108.9000, 0.0851,108.9000,0.0851,174.24,174.24
511,121,58,390,11.35%,1024,0.0500,0.0107, 2,0.000000000000,0.000000000000,108.9000, 0.0851,108.9000,0.0851,174.24,174.24
511,121,58,390,11.35%,1024,0.0600,0.0127, 2,0.000000000000,0.000000000000,108.9000, 0.0851,108.9000,0.0851,174.24,174.24
511,121,58,390,11.35%,1024,0.0700,0.0146, 2,0.000000000000,0.000000000000,108.9000, 0.0851,108.9000,0.0851,174.24,174.24
511,121,58,390,11.35%,1024,0.0800,0.0166, 2,0.000000000000,0.000000000000,108.9000, 0.0851,108.9000,0.0851,174.24,174.24
511,121,58,390,11.35%,1024,0.0900,0.0186, 2,0.000000000000,0.000000000000,108.9000, 0.0851,108.9000,0.0851,174.24,174.24
511,121,58,390,11.35%,1024,0.1000,0.0205, 2,0.000000000000,0.000000000000,108.9000, 0.0851,108.9000,0.0851,174.24,174.24
511,121,58,390,11.35%,1024,0.1100,0.0225, 2,0.000000000000,0.000000000000,108.9000, 0.0851,108.9000,0.0851,174.24,174.24
511,121,58,390,11.35%,1024,0.1200,0.0244, 2,0.000000000000,0.000000000000,108.9000, 0.0851,108.9000,0.0851,174.24,174.24
511,121,58,390,11.35%,1024,0.1300,0.0264, 2,0.000000000000,0.000000000000,108.9000, 0.0851,108.9000,0.0851,174.24,174.24
511,121,58,390,11.35%,1024,0.1400,0.0283, 2,0.000000000000,0.000000000000,108.9000, 0.0851,108.9000,0.0851,174.24,174.24
511,121,58,390,11.35%,1024,0.1500,0.0303, 2,0.000000000000,0.000000000000,108.9000, 0.0851,108.9000,0.0851,174.24,174.24
511,121,58,390,11.35%,1024,0.1600,0.0322, 2,0.000000000000,0.000000000000,108.9000, 0.0851,108.9000,0.0851,174.24,174.24
511,112,59,399,11.55%,1024,0.0100,0.0029, 2,0.000000000000,0.000000000000,100.8000, 0.0788,100.8000,0.0788,161.28,161.28
511,112,59,399,11.55%,1024,0.0200,0.0049, 2,0.000000000000,0.000000000000,100.8000, 0.0788,100.8000,0.0788,161.28,161.28
511,112,59,399,11.55%,1024,0.0300,0.0068, 2,0.000000000000,0.000000000000,100.8000, 0.0788,100.8000,0.0788,161.28,161.28
511,112,59,399,11.55%,1024,0.0400,0.0088, 2,0.000000000000,0.000000000000,100.8000, 0.0788,100.8000,0.0788,161.28,161.28
511,112,59,399,11.55%,1024,0.0500,0.0107, 2,0.000000000000,0.000000000000,100.8000, 0.0788,100.8000,0.0788,161.28,161.28
511,112,59,399,11.55%,1024,0.0600,0.0127, 2,0.000000000000,0.000000000000,100.8000, 0.0788,100.8000,0.0788,161.28,161.28
511,112,59,399,11.55%,1024,0.0700,0.0146, 2,0.000000000000,0.000000000000,100.8000, 0.0788,100.8000,0.0788,161.28,161.28
511,112,59,399,11.55%,1024,0.0800,0.0166, 2,0.000000000000,0.000000000000,100.8000, 0.0788,100.8000,0.0788,161.28,161.28
511,112,59,399,11.55%,1024,0.0900,0.0186, 2,0.000000000000,0.000000000000,100.8000, 0.0788,100.8000,0.0788,161.28,161.28
511,112,59,399,11.55%,1024,0.1000,0.0205, 2,0.000000000000,0.000000000000,100.8000, 0.0788,100.8000,0.0788,161.28,161.28
511,112,59,399,11.55%,1024,0.1100,0.0225, 2,0.000000000000,0.000000000000,100.8000, 0.0788,100.8000,0.0788,161.28,161.28
511,112,59,399,11.55%,1024,0.1200,0.0244, 2,0.000000000000,0.000000000000,100.8000, 0.0788,100.8000,0.0788,161.28,161.28
511,112,59,399,11.55%,1024,0.1300,0.0264, 2,0.000000000000,0.000000000000,100.8000, 0.0788,100.8000,0.0788,161.28,161.28
511,112,59,399,11.55%,1024,0.1400,0.0283, 2,0.000000000000,0.000000000000,100.8000, 0.0788,100.8000,0.0788,161.28,161.28
511,112,59,399,11.55%,1024,0.1500,0.0303, 2,0.000000000000,0.000000000000,100.8000, 0.0788,100.8000,0.0788,161.28,161.28
511,112,59,399,11.55%,1024,0.1600,0.0322, 2,0.000000000000,0.000000000000,100.8000, 0.0788,100.8000,0.0788,161.28,161.28
511,103,61,408,11.94%,1024,0.0100,0.0029, 2,0.000000000000,0.000000000000,92.7000, 0.0724,92.7000,0.0724,148.32,148.32
511,103,61,408,11.94%,1024,0.0200,0.0049, 2,0.000000000000,0.000000000000,92.7000, 0.0724,92.7000,0.0724,148.32,148.32
511,103,61,408,11.94%,1024,0.0300,0.0068, 2,0.000000000000,0.000000000000,92.7000, 0.0724,92.7000,0.0724,148.32,148.32
511,103,61,408,11.94%,1024,0.0400,0.0088, 2,0.000000000000,0.000000000000,92.7000, 0.0724,92.7000,0.0724,148.32,148.32
511,103,61,408,11.94%,1024,0.0500,0.0107, 2,0.000000000000,0.000000000000,92.7000, 0.0724,92.7000,0.0724,148.32,148.32
511,103,61,408,11.94%,1024,0.0600,0.0127, 2,0.000000000000,0.000000000000,92.7000, 0.0724,92.7000,0.0724,148.32,148.32
511,103,61,408,11.94%,1024,0.0700,0.0146, 2,0.000000000000,0.000000000000,92.7000, 0.0724,92.7000,0.0724,148.32,148.32
511,103,61,408,11.94%,1024,0.0800,0.0166, 2,0.000000000000,0.000000000000,92.7000, 0.0724,92.7000,0.0724,148.32,148.32
511,103,61,408,11.94%,1024,0.0900,0.0186, 2,0.000000000000,0.000000000000,92.7000, 0.0724,92.7000,0.0724,148.32,148.32
511,103,61,408,11.94%,1024,0.1000,0.0205, 2,0.000000000000,0.000000000000,92.7000, 0.0724,92.7000,0.0724,148.32,148.32
511,103,61,408,11.94%,1024,0.1100,0.0225, 2,0.000000000000,0.000000000000,92.7000, 0.0724,92.7000,0.0724,148.32,148.32
511,103,61,408,11.94%,1024,0.1200,0.0244, 2,0.000000000000,0.000000000000,92.7000, 0.0724,92.7000,0.0724,148.32,148.32
511,103,61,408,11.94%,1024,0.1300,0.0264, 2,0.000000000000,0.000000000000,92.7000, 0.0724,92.7000,0.0724,148.32,148.32
511,103,61,408,11.94%,1024,0.1400,0.0283, 2,0.000000000000,0.000000000000,92.7000, 0.0724,92.7000,0.0724,148.32,148.32
511,103,61,408,11.94%,1024,0.1500,0.0303, 2,0.000000000000,0.000000000000,92.7000, 0.0724,92.7000,0.0724,148.32,148.32
511,103,61,408,11.94%,1024,0.1600,0.0322, 2,0.000000000000,0.000000000000,92.7000, 0.0724,92.7000,0.0724,148.32,148.32
511,94,62,417,12.13%,1024,0.0100,0.0029, 2,0.000000000000,0.000000000000,84.6000, 0.0661,84.6000,0.0661,135.36,135.36
511,94,62,417,12.13%,1024,0.0200,0.0049, 2,0.000000000000,0.000000000000,84.6000, 0.0661,84.6000,0.0661,135.36,135.36
511,94,62,417,12.13%,1024,0.0300,0.0068, 2,0.000000000000,-0.000000000000,84.6000, 0.0661,84.6000,0.0661,135.36,135.36
511,94,62,417,12.13%,1024,0.0400,0.0088, 2,0.000000000000,0.000000000000,84.6000, 0.0661,84.6000,0.0661,135.36,135.36
511,94,62,417,12.13%,1024,0.0500,0.0107, 2,0.000000000000,0.000000000000,84.6000, 0.0661,84.6000,0.0661,135.36,135.36
511,94,62,417,12.13%,1024,0.0600,0.0127, 2,0.000000000000,0.000000000000,84.6000, 0.0661,84.6000,0.0661,135.36,135.36
511,94,62,417,12.13%,1024,0.0700,0.0146, 2,0.000000000000,0.000000000000,84.6000, 0.0661,84.6000,0.0661,135.36,135.36
511,94,62,417,12.13%,1024,0.0800,0.0166, 2,0.000000000000,0.000000000000,84.6000, 0.0661,84.6000,0.0661,135.36,135.36
511,94,62,417,12.13%,1024,0.0900,0.0186, 2,0.000000000000,0.000000000000,84.6000, 0.0661,84.6000,0.0661,135.36,135.36
511,94,62,417,12.13%,1024,0.1000,0.0205, 2,0.000000000000,0.000000000000,84.6000, 0.0661,84.6000,0.0661,135.36,135.36
511,94,62,417,12.13%,1024,0.1100,0.0225, 2,0.000000000000,0.000000000000,84.6000, 0.0661,84.6000,0.0661,135.36,135.36
511,94,62,417,12.13%,1024,0.1200,0.0244, 2,0.000000000000,0.000000000000,84.6000, 0.0661,84.6000,0.0661,135.36,135.36
511,94,62,417,12.13%,1024,0.1300,0.0264, 2,0.000000000000,0.000000000000,84.6000, 0.0661,84.6000,0.0661,135.36,135.36
511,94,62,417,12.13%,1024,0.1400,0.0283, 2,0.000000000000,0.000000000000,84.6000, 0.0661,84.6000,0.0661,135.36,135.36
511,94,62,417,12.13%,1024,0.1500,0.0303, 2,0.000000000000,0.000000000000,84.6000, 0.0661,84.6000,0.0661,135.36,135.36
511,94,62,417,12.13%,1024,0.1600,0.0322, 2,0.000000000000,0.000000000000,84.6000, 0.0661,84.6000,0.0661,135.36,135.36
511,85,63,426,12.33%,1024,0.0100,0.0029, 2,0.000000000000,0.000000000000,76.5000, 0.0598,76.5000,0.0598,122.40,122.40
511,85,63,426,12.33%,1024,0.0200,0.0049, 2,0.000000000000,0.000000000000,76.5000, 0.0598,76.5000,0.0598,122.40,122.40
511,85,63,426,12.33%,1024,0.0300,0.0068, 2,0.000000000000,-0.000000000000,76.5000, 0.0598,76.5000,0.0598,122.40,122.40
511,85,63,426,12.33%,1024,0.0400,0.0088, 2,0.000000000000,0.000000000000,76.5000, 0.0598,76.5000,0.0598,122.40,122.40
511,85,63,426,12.33%,1024,0.0500,0.0107, 2,0.000000000000,0.000000000000,76.5000, 0.0598,76.5000,0.0598,122.40,122.40
511,85,63,426,12.33%,1024,0.0600,0.0127, 2,0.000000000000,0.000000000000,76.5000, 0.0598,76.5000,0.0598,122.40,122.40
511,85,63,426,12.33%,1024,0.0700,0.0146, 2,0.000000000000,0.000000000000,76.5000, 0.0598,76.5000,0.0598,122.40,122.40
511,85,63,426,12.33%,1024,0.0800,0.0166, 2,0.000000000000,0.000000000000,76.5000, 0.0598,76.5000,0.0598,122.40,122.40
511,85,63,426,12.33%,1024,0.0900,0.0186, 2,0.000000000000,0.000000000000,76.5000, 0.0598,76.5000,0.0598,122.40,122.40
511,85,63,426,12.33%,1024,0.1000,0.0205, 2,0.000000000000,0.000000000000,76.5000, 0.0598,76.5000,0.0598,122.40,122.40
511,85,63,426,12.33%,1024,0.1100,0.0225, 2,0.000000000000,0.000000000000,76.5000, 0.0598,76.5000,0.0598,122.40,122.40
511,85,63,426,12.33%,1024,0.1200,0.0244, 2,0.000000000000,0.000000000000,76.5000, 0.0598,76.5000,0.0598,122.40,122.40
511,85,63,426,12.33%,1024,0.1300,0.0264, 2,0.000000000000,0.000000000000,76.5000, 0.0598,76.5000,0.0598,122.40,122.40
511,85,63,426,12.33%,1024,0.1400,0.0283, 2,0.000000000000,0.000000000000,76.5000, 0.0598,76.5000,0.0598,122.40,122.40
511,85,63,426,12.33%,1024,0.1500,0.0303, 2,0.000000000000,0.000000000000,76.5000, 0.0598,76.5000,0.0598,122.40,122.40
511,85,63,426,12.33%,1024,0.1600,0.0322, 2,0.000000000000,0.000000000000,76.5000, 0.0598,76.5000,0.0598,122.40,122.40
511,76,85,435,16.63%,1024,0.0100,0.0029, 2,0.000000000000,0.000000000000,68.4000, 0.0534,68.4000,0.0534,109.44,109.44
511,76,85,435,16.63%,1024,0.0200,0.0049, 2,0.000000000000,0.000000000000,68.4000, 0.0534,68.4000,0.0534,109.44,109.44
511,76,85,435,16.63%,1024,0.0300,0.0068, 2,0.000000000000,0.000000000000,68.4000, 0.0534,68.4000,0.0534,109.44,109.44
511,76,85,435,16.63%,1024,0.0400,0.0088, 2,0.000000000000,0.000000000000,68.4000, 0.0534,68.4000,0.0534,109.44,109.44
511,76,85,435,16.63%,1024,0.0500,0.0107, 2,0.000000000000,0.000000000000,68.4000, 0.0534,68.4000,0.0534,109.44,109.44
511,76,85,435,16.63%,1024,0.0600,0.0127, 2,0.000000000000,0.000000000000,68.4000, 0.0534,68.4000,0.0534,109.44,109.44
511,76,85,435,16.63%,1024,0.0700,0.0146, 2,0.000000000000,0.000000000000,68.4000, 0.0534,68.4000,0.0534,109.44,109.44
511,76,85,435,16.63%,1024,0.0800,0.0166, 2,0.000000000000,0.000000000000,68.4000, 0.0534,68.4000,0.0534,109.44,109.44
511,76,85,435,16.63%,1024,0.0900,0.0186, 2,0.000000000000,0.000000000000,68.4000, 0.0534,68.4000,0.0534,109.44,109.44
511,76,85,435,16.63%,1024,0.1000,0.0205, 2,0.000000000000,0.000000000000,68.4000, 0.0534,68.4000,0.0534,109.44,109.44
511,76,85,435,16.63%,1024,0.1100,0.0225, 2,0.000000000000,0.000000000000,68.4000, 0.0534,68.4000,0.0534,109.44,109.44
511,76,85,435,16.63%,1024,0.1200,0.0244, 2,0.000000000000,0.000000000000,68.4000, 0.0534,68.4000,0.0534,109.44,109.44
511,76,85,435,16.63%,1024,0.1300,0.0264, 2,0.000000000000,0.000000000000,68.4000, 0.0534,68.4000,0.0534,109.44,109.44
511,76,85,435,16.63%,1024,0.1400,0.0283, 2,0.000000000000,0.000000000000,68.4000, 0.0534,68.4000,0.0534,109.44,109.44
511,76,85,435,16.63%,1024,0.1500,0.0303, 2,0.000000000000,0.000000000000,68.4000, 0.0534,68.4000,0.0534,109.44,109.44
511,76,85,435,16.63%,1024,0.1600,0.0322, 2,0.000000000000,0.000000000000,68.4000, 0.0534,68.4000,0.0534,109.44,109.44
511,67,87,444,17.03%,1024,0.0100,0.0029, 2,0.000000000000,0.000000000000,60.3000, 0.0471,60.3000,0.0471,96.48,96.48
511,67,87,444,17.03%,1024,0.0200,0.0049, 2,0.000000000000,0.000000000000,60.3000, 0.0471,60.3000,0.0471,96.48,96.48
511,67,87,444,17.03%,1024,0.0300,0.0068, 2,0.000000000000,0.000000000000,60.3000, 0.0471,60.3000,0.0471,96.48,96.48
511,67,87,444,17.03%,1024,0.0400,0.0088, 2,0.000000000000,0.000000000000,60.3000, 0.0471,60.3000,0.0471,96.48,96.48
511,67,87,444,17.03%,1024,0.0500,0.0107, 2,0.000000000000,0.000000000000,60.3000, 0.0471,60.3000,0.0471,96.48,96.48
511,67,87,444,17.03%,1024,0.0600,0.0127, 2,0.000000000000,0.000000000000,60.3000, 0.0471,60.3000,0.0471,96.48,96.48
511,67,87,444,17.03%,1024,0.0700,0.0146, 2,0.000000000000,0.000000000000,60.3000, 0.0471,60.3000,0.0471,96.48,96.48
511,67,87,444,17.03%,1024,0.0800,0.0166, 2,0.000000000000,0.000000000000,60.3000, 0.0471,60.3000,0.0471,96.48,96.48
511,67,87,444,17.03%,1024,0.0900,0.0186, 2,0.000000000000,0.000000000000,60.3000, 0.0471,60.3000,0.0471,96.48,96.48
511,67,87,444,17.03%,1024,0.1000,0.0205, 2,0.000000000000,0.000000000000,60.3000, 0.0471,60.3000,0.0471,96.48,96.48
511,67,87,444,17.03%,1024,0.1100,0.0225, 2,0.000000000000,0.000000000000,60.3000, 0.0471,60.3000,0.0471,96.48,96.48
511,67,87,444,17.03%,1024,0.1200,0.0244, 2,0.000000000000,0.000000000000,60.3000, 0.0471,60.3000,0.0471,96.48,96.48
511,67,87,444,17.03%,1024,0.1300,0.0264, 2,0.000000000000,0.000000000000,60.3000, 0.0471,60.3000,0.0471,96.48,96.48
511,67,87,444,17.03%,1024,0.1400,0.0283, 2,0.000000000000,0.000000000000,60.3000, 0.0471,60.3000,0.0471,96.48,96.48
511,67,87,444,17.03%,1024,0.1500,0.0303, 2,0.000000000000,0.000000000000,60.3000, 0.0471,60.3000,0.0471,96.48,96.48
511,67,87,444,17.03%,1024,0.1600,0.0322, 2,0.000000000000,0.000000000000,60.3000, 0.0471,60.3000,0.0471,96.48,96.48
511,58,91,453,17.81%,1024,0.0100,0.0029, 2,0.000000000000,0.000000000000,52.2000, 0.0408,52.2000,0.0408,83.52,83.52
511,58,91,453,17.81%,1024,0.0200,0.0049, 2,0.000000000000,0.000000000000,52.2000, 0.0408,52.2000,0.0408,83.52,83.52
511,58,91,453,17.81%,1024,0.0300,0.0068, 2,0.000000000000,0.000000000000,52.2000, 0.0408,52.2000,0.0408,83.52,83.52
511,58,91,453,17.81%,1024,0.0400,0.0088, 2,0.000000000000,0.000000000000,52.2000, 0.0408,52.2000,0.0408,83.52,83.52
511,58,91,453,17.81%,1024,0.0500,0.0107, 2,0.000000000000,0.000000000031,52.2000, 0.0408,52.2000,0.0408,83.52,83.52
511,58,91,453,17.81%,1024,0.0600,0.0127, 2,0.000000000000,0.000000000000,52.2000, 0.0408,52.2000,0.0408,83.52,83.52
511,58,91,453,17.81%,1024,0.0700,0.0146, 2,0.000000000000,0.000000000000,52.2000, 0.0408,52.2000,0.0408,83.52,83.52
511,58,91,453,17.81%,1024,0.0800,0.0166, 2,0.000000000000,0.000000000000,52.2000, 0.0408,52.2000,0.0408,83.52,83.52
511,58,91,453,17.81%,1024,0.0900,0.0186, 2,0.000000000000,-0.000000000000,52.2000, 0.0408,52.2000,0.0408,83.52,83.52
511,58,91,453,17.81%,1024,0.1000,0.0205, 2,0.000000000000,0.000000000000,52.2000, 0.0408,52.2000,0.0408,83.52,83.52
511,58,91,453,17.81%,1024,0.1100,0.0225, 2,0.000000000000,0.000000000000,52.2000, 0.0408,52.2000,0.0408,83.52,83.52
511,58,91,453,17.81%,1024,0.1200,0.0244, 2,0.000000000000,0.000000000000,52.2000, 0.0408,52.2000,0.0408,83.52,83.52
511,58,91,453,17.81%,1024,0.1300,0.0264, 2,0.000000000000,0.000000000000,52.2000, 0.0408,52.2000,0.0408,83.52,83.52
511,58,91,453,17.81%,1024,0.1400,0.0283, 2,0.000000000000,0.000000000000,52.2000, 0.0408,52.2000,0.0408,83.52,83.52
511,58,91,453,17.81%,1024,0.1500,0.0303, 2,0.000000000000,0.000000000000,52.2000, 0.0408,52.2000,0.0408,83.52,83.52
511,58,91,453,17.81%,1024,0.1600,0.0322, 2,0.000000000000,0.000000000000,52.2000, 0.0408,52.2000,0.0408,83.52,83.52
511,49,93,462,18.20%,1024,0.0100,0.0029, 2,0.000000000000,0.000000000000,44.1000, 0.0345,44.1000,0.0345,70.56,70.56
511,49,93,462,18.20%,1024,0.0200,0.0049, 2,0.000000000000,0.000000000000,44.1000, 0.0345,44.1000,0.0345,70.56,70.56
511,49,93,462,18.20%,1024,0.0300,0.0068, 2,0.000000000000,0.000000000000,44.1000, 0.0345,44.1000,0.0345,70.56,70.56
511,49,93,462,18.20%,1024,0.0400,0.0088, 2,0.000000000000,0.000000000000,44.1000, 0.0345,44.1000,0.0345,70.56,70.56
511,49,93,462,18.20%,1024,0.0500,0.0107, 2,0.000000000000,0.000000000000,44.1000, 0.0345,44.1000,0.0345,70.56,70.56
511,49,93,462,18.20%,1024,0.0600,0.0127, 2,0.000000000000,0.000000000000,44.1000, 0.0345,44.1000,0.0345,70.56,70.56
511,49,93,462,18.20%,1024,0.0700,0.0146, 2,0.000000000000,-0.000000000000,44.1000, 0.0345,44.1000,0.0345,70.56,70.56
511,49,93,462,18.20%,1024,0.0800,0.0166, 2,0.000000000000,0.000000000000,44.1000, 0.0345,44.1000,0.0345,70.56,70.56
511,49,93,462,18.20%,1024,0.0900,0.0186, 2,0.000000000000,0.000000000000,44.1000, 0.0345,44.1000,0.0345,70.56,70.56
511,49,93,462,18.20%,1024,0.1000,0.0205, 2,0.000000000000,0.000000000000,44.1000, 0.0345,44.1000,0.0345,70.56,70.56
511,49,93,462,18.20%,1024,0.1100,0.0225, 2,0.000000000000,0.000000000000,44.1000, 0.0345,44.1000,0.0345,70.56,70.56
511,49,93,462,18.20%,1024,0.1200,0.0244, 2,0.000000000000,0.000000000000,44.1000, 0.0345,44.1000,0.0345,70.56,70.56
