n,k,t,check_bits,percent_correction,array_size,ber,hdm_ber,block_count,block_fail_prob,array_fail_prob,maes_ent, maes_ent_rate, dodis_ent, dodis_ent_rate, total_maes_ent, total_dodis_ent
511,250,31,261,6.07%,1024,0.0400,0.0088, 2,0.000000000000,0.000000000000,225.0000, 0.1758,225.0000,0.1758,360.00,360.00
511,250,31,261,6.07%,1024,0.0500,0.0107, 2,0.000000000000,0.000000000000,225.0000, 0.1758,225.0000,0.1758,360.00,360.00
511,250,31,261,6.07%,1024,0.0600,0.0127, 2,0.000000000000,0.000000000001,225.0000, 0.1758,225.0000,0.1758,360.00,360.00
511,250,31,261,6.07%,1024,0.0700,0.0146, 2,0.000000000014,0.000000000029,225.0000, 0.1758,225.0000,0.1758,360.00,360.00
511,250,31,261,6.07%,1024,0.0800,0.0166, 2,0.000000000317,0.000000000635,225.0000, 0.1758,225.0000,0.1758,360.00,360.00
511,250,31,261,6.07%,1024,0.0900,0.0186, 2,0.000000004474,0.000000008947,225.0000, 0.1758,225.0000,0.1758,360.00,360.00
511,250,31,261,6.07%,1024,0.1000,0.0205, 2,0.000000044115,0.000000088229,225.0000, 0.1758,225.0000,0.1758,360.00,360.00
511,250,31,261,6.07%,1024,0.1100,0.0225, 2,0.000000324919,0.000000649839,225.0000, 0.1758,225.0000,0.1758,360.00,360.00
511,250,31,261,6.07%,1024,0.1200,0.0244, 2,0.000001876817,0.000003753630,225.0000, 0.1758,225.0000,0.1758,360.00,360.00
511,250,31,261,6.07%,1024,0.1300,0.0264, 2,0.000008827357,0.000017654636,225.0000, 0.1758,225.0000,0.1758,360.00,360.00
511,250,31,261,6.07%,1024,0.1400,0.0283, 2,0.000034819825,0.000069638437,225.0000, 0.1758,225.0000,0.1758,360.00,360.00
511,250,31,261,6.07%,1024,0.1500,0.0303, 2,0.000117946034,0.000235878156,225.0000, 0.1758,225.0000,0.1758,360.00,360.00
511,250,31,261,6.07%,1024,0.1600,0.0322, 2,0.000349756099,0.000699389869,225.0000, 0.1758,225.0000,0.1758,360.00,360.00
511,241,36,270,7.05%,1024,0.0100,0.0029, 2,0.000000000000,0.000000000000,216.9000, 0.1695,216.9000,0.1695,347.04,347.04
511,241,36,270,7.05%,1024,0.0200,0.0049, 2,0.000000000000,0.000000000000,216.9000, 0.1695,216.9000,0.1695,347.04,347.04
511,241,36,270,7.05%,1024,0.0300,0.0068, 2,0.000000000000,0.000000000000,216.9000, 0.1695,216.9000,0.1695,347.04,347.04
511,241,36,270,7.05%,1024,0.0400,0.0088, 2,0.000000000000,0.000000000000,216.9000, 0.1695,216.9000,0.1695,347.04,347.04
511,241,36,270,7.05%,1024,0.0500,0.0107, 2,0.000000000000,0.000000000000,216.9000, 0.1695,216.9000,0.1695,347.04,347.04
511,241,36,270,7.05%,1024,0.0600,0.0127, 2,0.000000000000,0.000000000000,216.9000, 0.1695,216.9000,0.1695,347.04,347.04
511,241,36,270,7.05%,1024,0.0700,0.0146, 2,0.000000000000,0.000000000000,216.9000, 0.1695,216.9000,0.1695,347.04,347.04
511,241,36,270,7.05%,1024,0.0800,0.0166, 2,0.000000000000,0.000000000000,216.9000, 0.1695,216.9000,0.1695,347.04,347.04
511,241,36,270,7.05%,1024,0.0900,0.0186, 2,0.000000000005,0.000000000010,216.9000, 0.1695,216.9000,0.1695,347.04,347.04
511,241,36,270,7.05%,1024,0.1000,0.0205, 2,0.000000000079,0.000000000158,216.9000, 0.1695,216.9000,0.1695,347.04,347.04
511,241,36,270,7.05%,1024,0.1100,0.0225, 2,0.000000000921,0.000000001841,216.9000, 0.1695,216.9000,0.1695,347.04,347.04
511,241,36,270,7.05%,1024,0.1200,0.0244, 2,0.000000008082,0.000000016165,216.9000, 0.1695,216.9000,0.1695,347.04,347.04
511,241,36,270,7.05%,1024,0.1300,0.0264, 2,0.000000055924,0.000000111847,216.9000, 0.1695,216.9000,0.1695,347.04,347.04
511,241,36,270,7.05%,1024,0.1400,0.0283, 2,0.000000315510,0.000000631020,216.9000, 0.1695,216.9000,0.1695,347.04,347.04
511,241,36,270,7.05%,1024,0.1500,0.0303, 2,0.000001491534,0.000002983066,216.9000, 0.1695,216.9000,0.1695,347.04,347.04
511,241,36,270,7.05%,1024,0.1600,0.0322, 2,0.000006040644,0.000012081252,216.9000, 0.1695,216.9000,0.1695,347.04,347.04
511,238,37,273,7.24%,1024,0.0100,0.0029, 2,0.000000000000,0.000000000000,214.2000, 0.1673,214.2000,0.1673,342.72,342.72
511,238,37,273,7.24%,1024,0.0200,0.0049, 2,0.000000000000,0.000000000000,214.2000, 0.1673,214.2000,0.1673,342.72,342.72
511,238,37,273,7.24%,1024,0.0300,0.0068, 2,0.000000000000,0.000000000000,214.2000, 0.1673,214.2000,0.1673,342.72,342.72
511,238,37,273,7.24%,1024,0.0400,0.0088, 2,0.000000000000,0.000000000000,214.2000, 0.1673,214.2000,0.1673,342.72,342.72
511,238,37,273,7.24%,1024,0.0500,0.0107, 2,0.000000000000,0.000000000000,214.2000, 0.1673,214.2000,0.1673,342.72,342.72
511,238,37,273,7.24%,1024,0.0600,0.0127, 2,0.000000000000,0.000000000000,214.2000, 0.1673,214.2000,0.1673,342.72,342.72
511,238,37,273,7.24%,1024,0.0700,0.0146, 2,0.000000000000,0.000000000000,214.2000, 0.1673,214.2000,0.1673,342.72,342.72
511,238,37,273,7.24%,1024,0.0800,0.0166, 2,0.000000000000,0.000000000000,214.2000, 0.1673,214.2000,0.1673,342.72,342.72
511,238,37,273,7.24%,1024,0.0900,0.0186, 2,0.000000000001,0.000000000002,214.2000, 0.1673,214.2000,0.1673,342.72,342.72
511,238,37,273,7.24%,1024,0.1000,0.0205, 2,0.000000000020,0.000000000041,214.2000, 0.1673,214.2000,0.1673,342.72,342.72
511,238,37,273,7.24%,1024,0.1100,0.0225, 2,0.000000000261,0.000000000522,214.2000, 0.1673,214.2000,0.1673,342.72,342.72
511,238,37,273,7.24%,1024,0.1200,0.0244, 2,0.000000002493,0.000000004986,214.2000, 0.1673,214.2000,0.1673,342.72,342.72
511,238,37,273,7.24%,1024,0.1300,0.0264, 2,0.000000018640,0.000000037281,214.2000, 0.1673,214.2000,0.1673,342.72,342.72
511,238,37,273,7.24%,1024,0.1400,0.0283, 2,0.000000113014,0.000000226027,214.2000, 0.1673,214.2000,0.1673,342.72,342.72
511,238,37,273,7.24%,1024,0.1500,0.0303, 2,0.000000571344,0.000001142687,214.2000, 0.1673,214.2000,0.1673,342.72,342.72
511,238,37,273,7.24%,1024,0.1600,0.0322, 2,0.000002463971,0.000004927937,214.2000, 0.1673,214.2000,0.1673,342.72,342.72
511,229,38,282,7.44%,1024,0.0100,0.0029, 2,0.000000000000,0.000000000000,206.1000, 0.1610,206.1000,0.1610,329.76,329.76
511,229,38,282,7.44%,1024,0.0200,0.0049, 2,0.000000000000,0.000000000000,206.1000, 0.1610,206.1000,0.1610,329.76,329.76
511,229,38,282,7.44%,1024,0.0300,0.0068, 2,0.000000000000,0.000000000000,206.1000, 0.1610,206.1000,0.1610,329.76,329.76
511,229,38,282,7.44%,1024,0.0400,0.0088, 2,0.000000000000,0.000000000000,206.1000, 0.1610,206.1000,0.1610,329.76,329.76
511,229,38,282,7.44%,1024,0.0500,0.0107, 2,0.000000000000,0.000000000000,206.1000, 0.1610,206.1000,0.1610,329.76,329.76
511,229,38,282,7.44%,1024,0.0600,0.0127, 2,0.000000000000,0.000000000000,206.1000, 0.1610,206.1000,0.1610,329.76,329.76
511,229,38,282,7.44%,1024,0.0700,0.0146, 2,0.000000000000,0.000000000000,206.1000, 0.1610,206.1000,0.1610,329.76,329.76
511,229,38,282,7.44%,1024,0.0800,0.0166, 2,0.000000000000,0.000000000000,206.1000, 0.1610,206.1000,0.1610,329.76,329.76
511,229,38,282,7.44%,1024,0.0900,0.0186, 2,0.000000000000,0.000000000001,206.1000, 0.1610,206.1000,0.1610,329.76,329.76
511,229,38,282,7.44%,1024,0.1000,0.0205, 2,0.000000000005,0.000000000010,206.1000, 0.1610,206.1000,0.1610,329.76,329.76
511,229,38,282,7.44%,1024,0.1100,0.0225, 2,0.000000000072,0.000000000144,206.1000, 0.1610,206.1000,0.1610,329.76,329.76
511,229,38,282,7.44%,1024,0.1200,0.0244, 2,0.000000000748,0.000000001496,206.1000, 0.1610,206.1000,0.1610,329.76,329.76
511,229,38,282,7.44%,1024,0.1300,0.0264, 2,0.000000006046,0.000000012092,206.1000, 0.1610,206.1000,0.1610,329.76,329.76
511,229,38,282,7.44%,1024,0.1400,0.0283, 2,0.000000039395,0.000000078790,206.1000, 0.1610,206.1000,0.1610,329.76,329.76
511,229,38,282,7.44%,1024,0.1500,0.0303, 2,0.000000213012,0.000000426024,206.1000, 0.1610,206.1000,0.1610,329.76,329.76
511,229,38,282,7.44%,1024,0.1600,0.0322, 2,0.000000978329,0.000001956657,206.1000, 0.1610,206.1000,0.1610,329.76,329.76
511,220,39,291,7.63%,1024,0.0100,0.0029, 2,0.000000000000,0.000000000000,198.0000, 0.1547,198.0000,0.1547,316.80,316.80
511,220,39,291,7.63%,1024,0.0200,0.0049, 2,0.000000000000,0.000000000000,198.0000, 0.1547,198.0000,0.1547,316.80,316.80
511,220,39,291,7.63%,1024,0.0300,0.0068, 2,0.000000000000,0.000000000000,198.0000, 0.1547,198.0000,0.1547,316.80,316.80
511,220,39,291,7.63%,1024,0.0400,0.0088, 2,0.000000000000,0.000000000000,198.0000, 0.1547,198.0000,0.1547,316.80,316.80
511,220,39,291,7.63%,1024,0.0500,0.0107, 2,0.000000000000,0.000000000000,198.0000, 0.1547,198.0000,0.1547,316.80,316.80
511,220,39,291,7.63%,1024,0.0600,0.0127, 2,0.000000000000,0.000000000000,198.0000, 0.1547,198.0000,0.1547,316.80,316.80
511,220,39,291,7.63%,1024,0.0700,0.0146, 2,0.000000000000,0.000000000000,198.0000, 0.1547,198.0000,0.1547,316.80,316.80
511,220,39,291,7.63%,1024,0.0800,0.0166, 2,0.000000000000,0.000000000000,198.0000, 0.1547,198.0000,0.1547,316.80,316.80
511,220,39,291,7.63%,1024,0.0900,0.0186, 2,0.000000000000,0.000000000000,198.0000, 0.1547,198.0000,0.1547,316.80,316.80
511,220,39,291,7.63%,1024,0.1000,0.0205, 2,0.000000000001,0.000000000003,198.0000, 0.1547,198.0000,0.1547,316.80,316.80
511,220,39,291,7.63%,1024,0.1100,0.0225, 2,0.000000000019,0.000000000039,198.0000, 0.1547,198.0000,0.1547,316.80,316.80
511,220,39,291,7.63%,1024,0.1200,0.0244, 2,0.000000000219,0.000000000437,198.0000, 0.1547,198.0000,0.1547,316.80,316.80
511,220,39,291,7.63%,1024,0.1300,0.0264, 2,0.000000001909,0.000000003819,198.0000, 0.1547,198.0000,0.1547,316.80,316.80
511,220,39,291,7.63%,1024,0.1400,0.0283, 2,0.000000013372,0.000000026744,198.0000, 0.1547,198.0000,0.1547,316.80,316.80
511,220,39,291,7.63%,1024,0.1500,0.0303, 2,0.000000077339,0.000000154678,198.0000, 0.1547,198.0000,0.1547,316.80,316.80
511,220,39,291,7.63%,1024,0.1600,0.0322, 2,0.000000378329,0.000000756658,198.0000, 0.1547,198.0000,0.1547,316.80,316.80
511,211,41,300,8.02%,1024,0.0100,0.0029, 2,0.000000000000,0.000000000000,189.9000, 0.1484,189.9000,0.1484,303.84,303.84
511,211,41,300,8.02%,1024,0.0200,0.0049, 2,0.000000000000,0.000000000000,189.9000, 0.1484,189.9000,0.1484,303.84,303.84
511,211,41,300,8.02%,1024,0.0300,0.0068, 2,0.000000000000,0.000000000000,189.9000, 0.1484,189.9000,0.1484,303.84,303.84
511,211,41,300,8.02%,1024,0.0400,0.0088, 2,0.000000000000,0.000000000000,189.9000, 0.1484,189.9000,0.1484,303.84,303.84
511,211,41,300,8.02%,1024,0.0500,0.0107, 2,0.000000000000,0.000000000000,189.9000, 0.1484,189.9000,0.1484,303.84,303.84
511,211,41,300,8.02%,1024,0.0600,0.0127, 2,0.000000000000,0.000000000000,189.9000, 0.1484,189.9000,0.1484,303.84,303.84
511,211,41,300,8.02%,1024,0.0700,0.0146, 2,0.000000000000,0.000000000000,189.9000, 0.1484,189.9000,0.1484,303.84,303.84
511,211,41,300,8.02%,1024,0.0800,0.0166, 2,0.000000000000,0.000000000000,189.9000, 0.1484,189.9000,0.1484,303.84,303.84
511,211,41,300,8.02%,1024,0.0900,0.0186, 2,0.000000000000,0.000000000000,189.9000, 0.1484,189.9000,0.1484,303.84,303.84
511,211,41,300,8.02%,1024,0.1000,0.0205, 2,0.000000000000,0.000000000000,189.9000, 0.1484,189.9000,0.1484,303.84,303.84
511,211,41,300,8.02%,1024,0.1100,0.0225, 2,0.000000000001,0.000000000003,189.9000, 0.1484,189.9000,0.1484,303.84,303.84
511,211,41,300,8.02%,1024,0.1200,0.0244, 2,0.000000000017,0.000000000035,189.9000, 0.1484,189.9000,0.1484,303.84,303.84
511,211,41,300,8.02%,1024,0.1300,0.0264, 2,0.000000000176,0.000000000352,189.9000, 0.1484,189.9000,0.1484,303.84,303.84
511,211,41,300,8.02%,1024,0.1400,0.0283, 2,0.000000001426,0.000000002851,189.9000, 0.1484,189.9000,0.1484,303.84,303.84
511,211,41,300,8.02%,1024,0.1500,0.0303, 2,0.000000009436,0.000000018872,189.9000, 0.1484,189.9000,0.1484,303.84,303.84
511,211,41,300,8.02%,1024,0.1600,0.0322, 2,0.000000052379,0.000000104758,189.9000, 0.1484,189.9000,0.1484,303.84,303.84
511,202,42,309,8.22%,1024,0.0100,0.0029, 2,0.000000000000,0.000000000000,181.8000, 0.1420,181.8000,0.1420,290.88,290.88
511,202,42,309,8.22%,1024,0.0200,0.0049, 2,0.000000000000,0.000000000000,181.8000, 0.1420,181.8000,0.1420,290.88,290.88
511,202,42,309,8.22%,1024,0.0300,0.0068, 2,0.000000000000,0.000000000000,181.8000, 0.1420,181.8000,0.1420,290.88,290.88
511,202,42,309,8.22%,1024,0.0400,0.0088, 2,0.000000000000,0.000000000000,181.8000, 0.1420,181.8000,0.1420,290.88,290.88
511,202,42,309,8.22%,1024,0.0500,0.0107, 2,0.000000000000,0.000000000000,181.8000, 0.1420,181.8000,0.1420,290.88,290.88
511,202,42,309,8.22%,1024,0.0600,0.0127, 2,0.000000000000,0.000000000000,181.8000, 0.1420,181.8000,0.1420,290.88,290.88
511,202,42,309,8.22%,1024,0.0700,0.0146, 2,0.000000000000,0.000000000000,181.8000, 0.1420,181.8000,0.1420,290.88,290.88
511,202,42,309,8.22%,1024,0.0800,0.0166, 2,0.000000000000,0.000000000000,181.8000, 0.1420,181.8000,0.1420,290.88,290.88
511,202,42,309,8.22%,1024,0.0900,0.0186, 2,0.000000000000,0.000000000000,181.8000, 0.1420,181.8000,0.1420,290.88,290.88
511,202,42,309,8.22%,1024,0.1000,0.0205, 2,0.000000000000,0.000000000000,181.8000, 0.1420,181.8000,0.1420,290.88,290.88
511,202,42,309,8.22%,1024,0.1100,0.0225, 2,0.000000000000,0.000000000001,181.8000, 0.1420,181.8000,0.1420,290.88,290.88
511,202,42,309,8.22%,1024,0.1200,0.0244, 2,0.000000000005,0.000000000009,181.8000, 0.1420,181.8000,0.1420,290.88,290.88
511,202,42,309,8.22%,1024,0.1300,0.0264, 2,0.000000000052,0.000000000103,181.8000, 0.1420,181.8000,0.1420,290.88,290.88
511,202,42,309,8.22%,1024,0.1400,0.0283, 2,0.000000000448,0.000000000896,181.8000, 0.1420,181.8000,0.1420,290.88,290.88
511,202,42,309,8.22%,1024,0.1500,0.0303, 2,0.000000003174,0.000000006348,181.8000, 0.1420,181.8000,0.1420,290.88,290.88
511,202,42,309,8.22%,1024,0.1600,0.0322, 2,0.000000018771,0.000000037543,181.8000, 0.1420,181.8000,0.1420,290.88,290.88
511,193,43,318,8.41%,1024,0.0100,0.0029, 2,0.000000000000,0.000000000000,173.7000, 0.1357,173.7000,0.1357,277.92,277.92
511,193,43,318,8.41%,1024,0.0200,0.0049, 2,0.000000000000,0.000000000000,173.7000, 0.1357,173.7000,0.1357,277.92,277.92
511,193,43,318,8.41%,1024,0.0300,0.0068, 2,0.000000000000,0.000000000000,173.7000, 0.1357,173.7000,0.1357,277.92,277.92
511,193,43,318,8.41%,1024,0.0400,0.0088, 2,0.000000000000,0.000000000000,173.7000, 0.1357,173.7000,0.1357,277.92,277.92
511,193,43,318,8.41%,1024,0.0500,0.0107, 2,0.000000000000,0.000000000000,173.7000, 0.1357,173.7000,0.1357,277.92,277.92
511,193,43,318,8.41%,1024,0.0600,0.0127, 2,0.000000000000,0.000000000000,173.7000, 0.1357,173.7000,0.1357,277.92,277.92
511,193,43,318,8.41%,1024,0.0700,0.0146, 2,0.000000000000,0.000000000000,173.7000, 0.1357,173.7000,0.1357,277.92,277.92
511,193,43,318,8.41%,1024,0.0800,0.0166, 2,0.000000000000,0.000000000000,173.7000, 0.1357,173.7000,0.1357,277.92,277.92
511,193,43,318,8.41%,1024,0.0900,0.0186, 2,0.000000000000,0.000000000000,173.7000, 0.1357,173.7000,0.1357,277.92,277.92
511,193,43,318,8.41%,1024,0.1000,0.0205, 2,0.000000000000,0.000000000000,173.7000, 0.1357,173.7000,0.1357,277.92,277.92
511,193,43,318,8.41%,1024,0.1100,0.0225, 2,0.000000000000,0.000000000000,173.7000, 0.1357,173.7000,0.1357,277.92,277.92
511,193,43,318,8.41%,1024,0.1200,0.0244, 2,0.000000000001,0.000000000002,173.7000, 0.1357,173.7000,0.1357,277.92,277.92
511,193,43,318,8.41%,1024,0.1300,0.0264, 2,0.000000000015,0.000000000029,173.7000, 0.1357,173.7000,0.1357,277.92,277.92
511,193,43,318,8.41%,1024,0.1400,0.0283, 2,0.000000000137,0.000000000275,173.7000, 0.1357,173.7000,0.1357,277.92,277.92
511,193,43,318,8.41%,1024,0.1500,0.0303, 2,0.000000001042,0.000000002084,173.7000, 0.1357,173.7000,0.1357,277.92,277.92
511,193,43,318,8.41%,1024,0.1600,0.0322, 2,0.000000006565,0.000000013130,173.7000, 0.1357,173.7000,0.1357,277.92,277.92
511,184,45,327,8.81%,1024,0.0100,0.0029, 2,0.000000000000,0.000000000000,165.6000, 0.1294,165.6000,0.1294,264.96,264.96
511,184,45,327,8.81%,1024,0.0200,0.0049, 2,0.000000000000,0.000000000000,165.6000, 0.1294,165.6000,0.1294,264.96,264.96
511,184,45,327,8.81%,1024,0.0300,0.0068, 2,0.000000000000,0.000000000000,165.6000, 0.1294,165.6000,0.1294,264.96,264.96
511,184,45,327,8.81%,1024,0.0400,0.0088, 2,0.000000000000,0.000000000000,165.6000, 0.1294,165.6000,0.1294,264.96,264.96
511,184,45,327,8.81%,1024,0.0500,0.0107, 2,0.000000000000,0.000000000000,165.6000, 0.1294,165.6000,0.1294,264.96,264.96
511,184,45,327,8.81%,1024,0.0600,0.0127, 2,0.000000000000,0.000000000000,165.6000, 0.1294,165.6000,0.1294,264.96,264.96
511,184,45,327,8.81%,1024,0.0700,0.0146, 2,0.000000000000,0.000000000000,165.6000, 0.1294,165.6000,0.1294,264.96,264.96
511,184,45,327,8.81%,1024,0.0800,0.0166, 2,0.000000000000,0.000000000000,165.6000, 0.1294,165.6000,0.1294,264.96,264.96
511,184,45,327,8.81%,1024,0.0900,0.0186, 2,0.000000000000,0.000000000000,165.6000, 0.1294,165.6000,0.1294,264.96,264.96
511,184,45,327,8.81%,1024,0.1000,0.0205, 2,0.000000000000,0.000000000000,165.6000, 0.1294,165.6000,0.1294,264.96,264.96
511,184,45,327,8.81%,1024,0.1100,0.0225, 2,0.000000000000,0.000000000000,165.6000, 0.1294,165.6000,0.1294,264.96,264.96
511,184,45,327,8.81%,1024,0.1200,0.0244, 2,0.000000000000,0.000000000000,165.6000, 0.1294,165.6000,0.1294,264.96,264.96
511,184,45,327,8.81%,1024,0.1300,0.0264, 2,0.000000000001,0.000000000002,165.6000, 0.1294,165.6000,0.1294,264.96,264.96
511,184,45,327,8.81%,1024,0.1400,0.0283, 2,0.000000000012,0.000000000024,165.6000, 0.1294,165.6000,0.1294,264.96,264.96
511,184,45,327,8.81%,1024,0.1500,0.0303, 2,0.000000000105,0.000000000209,165.6000, 0.1294,165.6000,0.1294,264.96,264.96
511,184,45,327,8.81%,1024,0.1600,0.0322, 2,0.000000000748,0.000000001495,165.6000, 0.1294,165.6000,0.1294,264.96,264.96
511,175,46,336,9.00%,1024,0.0100,0.0029, 2,0.000000000000,0.000000000000,157.5000, 0.1230,157.5000,0.1230,252.00,252.00
511,175,46,336,9.00%,1024,0.0200,0.0049, 2,0.000000000000,0.000000000000,157.5000, 0.1230,157.5000,0.1230,252.00,252.00
511,175,46,336,9.00%,1024,0.0300,0.0068, 2,0.000000000000,0.000000000000,157.5000, 0.1230,157.5000,0.1230,252.00,252.00
511,175,46,336,9.00%,1024,0.0400,0.0088, 2,0.000000000000,0.000000000000,157.5000, 0.1230,157.5000,0.1230,252.00,252.00
511,175,46,336,9.00%,1024,0.0500,0.0107, 2,0.000000000000,0.000000000000,157.5000, 0.1230,157.5000,0.1230,252.00,252.00
511,175,46,336,9.00%,1024,0.0600,0.0127, 2,0.000000000000,0.000000000000,157.5000, 0.1230,157.5000,0.1230,252.00,252.00
511,175,46,336,9.00%,1024,0.0700,0.0146, 2,0.000000000000,0.000000000000,157.5000, 0.1230,157.5000,0.1230,252.00,252.00
511,175,46,336,9.00%,1024,0.0800,0.0166, 2,0.000000000000,0.000000000000,157.5000, 0.1230,157.5000,0.1230,252.00,252.00
511,175,46,336,9.00%,1024,0.0900,0.0186, 2,0.000000000000,0.000000000000,157.5000, 0.1230,157.5000,0.1230,252.00,252.00
511,175,46,336,9.00%,1024,0.1000,0.0205, 2,0.000000000000,0.000000000000,157.5000, 0.1230,157.5000,0.1230,252.00,252.00
511,175,46,336,9.00%,1024,0.1100,0.0225, 2,0.000000000000,0.000000000000,157.5000, 0.1230,157.5000,0.1230,252.00,252.00
511,175,46,336,9.00%,1024,0.1200,0.0244, 2,0.000000000000,0.000000000000,157.5000, 0.1230,157.5000,0.1230,252.00,252.00
511,175,46,336,9.00%,1024,0.1300,0.0264, 2,0.000000000000,0.000000000001,157.5000, 0.1230,157.5000,0.1230,252.00,252.00
511,175,46,336,9.00%,1024,0.1400,0.0283, 2,0.000000000003,0.000000000007,157.5000, 0.1230,157.5000,0.1230,252.00,252.00
511,175,46,336,9.00%,1024,0.1500,0.0303, 2,0.000000000032,0.000000000064,157.5000, 0.1230,157.5000,0.1230,252.00,252.00
511,175,46,336,9.00%,1024,0.1600,0.0322, 2,0.000000000244,0.000000000487,157.5000, 0.1230,157.5000,0.1230,252.00,252.00
511,166,47,345,9.20%,1024,0.0100,0.0029, 2,0.000000000000,-0.000000000000,149.4000, 0.1167,149.4000,0.1167,239.04,239.04
511,166,47,345,9.20%,1024,0.0200,0.0049, 2,0.000000000000,0.000000000000,149.4000, 0.1167,149.4000,0.1167,239.04,239.04
511,166,47,345,9.20%,1024,0.0300,0.0068, 2,0.000000000000,0.000000000000,149.4000, 0.1167,149.4000,0.1167,239.04,239.04
511,166,47,345,9.20%,1024,0.0400,0.0088, 2,0.000000000000,0.000000000000,149.4000, 0.1167,149.4000,0.1167,239.04,239.04
511,166,47,345,9.20%,1024,0.0500,0.0107, 2,0.000000000000,0.000000000000,149.4000, 0.1167,149.4000,0.1167,239.04,239.04
511,166,47,345,9.20%,1024,0.0600,0.0127, 2,0.000000000000,0.000000000000,149.4000, 0.1167,149.4000,0.1167,239.04,239.04
511,166,47,345,9.20%,1024,0.0700,0.0146, 2,0.000000000000,0.000000000000,149.4000, 0.1167,149.4000,0.1167,239.04,239.04
511,166,47,345,9.20%,1024,0.0800,0.0166, 2,0.000000000000,0.000000000000,149.4000, 0.1167,149.4000,0.1167,239.04,239.04
511,166,47,345,9.20%,1024,0.0900,0.0186, 2,0.000000000000,0.000000000000,149.4000, 0.1167,149.4000,0.1167,239.04,239.04
511,166,47,345,9.20%,1024,0.1000,0.0205, 2,0.000000000000,0.000000000000,149.4000, 0.1167,149.4000,0.1167,239.04,239.04
511,166,47,345,9.20%,1024,0.1100,0.0225, 2,0.000000000000,0.000000000000,149.4000, 0.1167,149.4000,0.1167,239.04,239.04
511,166,47,345,9.20%,1024,0.1200,0.0244, 2,0.000000000000,0.000000000000,149.4000, 0.1167,149.4000,0.1167,239.04,239.04
511,166,47,345,9.20%,1024,0.1300,0.0264, 2,0.000000000000,0.000000000000,149.4000, 0.1167,149.4000,0.1167,239.04,239.04
511,166,47,345,9.20%,1024,0.1400,0.0283, 2,0.000000000001,0.000000000002,149.4000, 0.1167,149.4000,0.1167,239.04,239.04
511,166,47,345,9.20%,1024,0.1500,0.0303, 2,0.000000000010,0.000000000019,149.4000, 0.1167,149.4000,0.1167,239.04,239.04
511,166,47,345,9.20%,1024,0.1600,0.0322, 2,0.000000000078,0.000000000155,149.4000, 0.1167,149.4000,0.1167,239.04,239.04
511,157,51,354,9.98%,1024,0.0100,0.0029, 2,0.000000000000,0.000000000000,141.3000, 0.1104,141.3000,0.1104,226.08,226.08
511,157,51,354,9.98%,1024,0.0200,0.0049, 2,0.000000000000,0.000000000000,141.3000, 0.1104,141.3000,0.1104,226.08,226.08
511,157,51,354,9.98%,1024,0.0300,0.0068, 2,0.000000000000,0.000000000000,141.3000, 0.1104,141.3000,0.1104,226.08,226.08
511,157,51,354,9.98%,1024,0.0400,0.0088, 2,0.000000000000,0.000000000000,141.3000, 0.1104,141.3000,0.1104,226.08,226.08
511,157,51,354,9.98%,1024,0.0500,0.0107, 2,0.000000000000,0.000000000000,141.3000, 0.1104,141.3000,0.1104,226.08,226.08
511,157,51,354,9.98%,1024,0.0600,0.0127, 2,0.000000000000,0.000000000000,141.3000, 0.1104,141.3000,0.1104,226.08,226.08
511,157,51,354,9.98%,1024,0.0700,0.0146, 2,0.000000000000,0.000000000000,141.3000, 0.1104,141.3000,0.1104,226.08,226.08
511,157,51,354,9.98%,1024,0.0800,0.0166, 2,0.000000000000,0.000000000000,141.3000, 0.1104,141.3000,0.1104,226.08,226.08
511,157,51,354,9.98%,1024,0.0900,0.0186, 2,0.000000000000,0.000000000000,141.3000, 0.1104,141.3000,0.1104,226.08,226.08
511,157,51,354,9.98%,1024,0.1000,0.0205, 2,0.000000000000,0.000000000000,141.3000, 0.1104,141.3000,0.1104,226.08,226.08
511,157,51,354,9.98%,1024,0.1100,0.0225, 2,0.000000000000,0.000000000000,141.3000, 0.1104,141.3000,0.1104,226.08,226.08
511,157,51,354,9.98%,1024,0.1200,0.0244, 2,0.000000000000,0.000000000000,141.3000, 0.1104,141.3000,0.1104,226.08,226.08
511,157,51,354,9.98%,1024,0.1300,0.0264, 2,0.000000000000,0.000000000000,141.3000, 0.1104,141.3000,0.1104,226.08,226.08
511,157,51,354,9.98%,1024,0.1400,0.0283, 2,0.000000000000,0.000000000000,141.3000, 0.1104,141.3000,0.1104,226.08,226.08
511,157,51,354,9.98%,1024,0.1500,0.0303, 2,0.000000000000,0.000000000000,141.3000, 0.1104,141.3000,0.1104,226.08,226.08
511,157,51,354,9.98%,1024,0.1600,0.0322, 2,0.000000000001,0.000000000001,141.3000, 0.1104,141.3000,0.1104,226.08,226.08
511,148,53,363,10.37%,1024,0.0100,0.0029, 2,0.000000000000,0.000000000000,133.2000, 0.1041,133.2000,0.1041,213.12,213.12
511,148,53,363,10.37%,1024,0.0200,0.0049, 2,0.000000000000,0.000000000000,133.2000, 0.1041,133.2000,0.1041,213.12,213.12
511,148,53,363,10.37%,1024,0.0300,0.0068, 2,0.000000000000,0.000000000000,133.2000, 0.1041,133.2000,0.1041,213.12,213.12
511,148,53,363,10.37%,1024,0.0400,0.0088, 2,0.000000000000,0.000000000000,133.2000, 0.1041,133.2000,0.1041,213.12,213.12
